Whisk_Name,URL,Num_Revs,Brand,Cost,Age,ABV,Flavor,Profile
GLENFIDDICH WINTER STORM 21 YEAR,https://distiller.com/spirits/glenfiddich-winter-storm-21-year,125,Glenfiddich,spirit-cost cost-5,21 YEAR,43.0,FRUITY,"{""smoky"":15,""peaty"":0,""spicy"":50,""herbal"":25,""oily"":10,""full_bodied"":45,""rich"":40,""sweet"":45,""briny"":0,""salty"":0,""vanilla"":40,""tart"":25,""fruity"":60,""floral"":35}"
THE MACALLAN 1824 SERIES RUBY,https://distiller.com/spirits/the-macallan-ruby-1824-series,119,The Macallan,spirit-cost cost-5,NAS,43.0,FRUITY & RICH,"{""smoky"":0,""peaty"":0,""spicy"":70,""herbal"":20,""oily"":10,""full_bodied"":40,""rich"":70,""sweet"":60,""briny"":0,""salty"":20,""vanilla"":50,""tart"":10,""fruity"":70,""floral"":20}"
GLENMORANGIE BACALTA,https://distiller.com/spirits/glenmorangie-bacalta,120,Glenmorangie,spirit-cost cost-4,NAS,46.0,FRUITY & RICH,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":40,""oily"":60,""full_bodied"":60,""rich"":80,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":30,""tart"":20,""fruity"":80,""floral"":70}"
HAZELBURN 10 YEAR,https://distiller.com/spirits/hazelburn-10-year,126,Springbank,spirit-cost cost-2,10 YEAR,46.0,FRUITY & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":10,""herbal"":20,""oily"":50,""full_bodied"":40,""rich"":40,""sweet"":75,""briny"":15,""salty"":15,""vanilla"":70,""tart"":60,""fruity"":75,""floral"":30}"
THE GLENROTHES 2001,https://distiller.com/spirits/the-glenrothes-2001,116,The Glenrothes,spirit-cost cost-3,,43.0,SPICY & FRUITY,"{""smoky"":20,""peaty"":0,""spicy"":70,""herbal"":20,""oily"":20,""full_bodied"":50,""rich"":50,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":40,""tart"":50,""fruity"":60,""floral"":30}"
THE GLENROTHES WHISKY MAKER’S CUT,https://distiller.com/spirits/the-glenrothes-whisky-maker-s-cut,125,The Glenrothes,spirit-cost cost-3,NAS,48.8,RICH & FULL BODIED,"{""smoky"":30,""peaty"":0,""spicy"":80,""herbal"":45,""oily"":45,""full_bodied"":80,""rich"":90,""sweet"":70,""briny"":20,""salty"":20,""vanilla"":50,""tart"":30,""fruity"":70,""floral"":30}"
BALBLAIR 1990 2ND RELEASE,https://distiller.com/spirits/balblair-1990-2nd-release,119,Balblair,spirit-cost cost-4,NAS,46.0,RICH & SWEET,"{""smoky"":15,""peaty"":0,""spicy"":20,""herbal"":0,""oily"":15,""full_bodied"":80,""rich"":85,""sweet"":80,""briny"":0,""salty"":5,""vanilla"":30,""tart"":25,""fruity"":40,""floral"":0}"
BRUICHLADDICH ISLAY BARLEY 2011,https://distiller.com/spirits/bruichladdich-islay-barley-2011,122,Bruichladdich,spirit-cost cost-3,6 YEAR,50.0,VANILLA & SWEET,"{""smoky"":10,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":40,""full_bodied"":70,""rich"":80,""sweet"":80,""briny"":10,""salty"":20,""vanilla"":90,""tart"":20,""fruity"":70,""floral"":40}"
LOCH LOMOND INCHMURRIN 12 YEAR,https://distiller.com/spirits/inchmurrin-12-year,113,Inchmurrin,spirit-cost cost-2,12 YEAR,46.0,SWEET,"{""smoky"":15,""peaty"":0,""spicy"":35,""herbal"":30,""oily"":10,""full_bodied"":40,""rich"":40,""sweet"":50,""briny"":15,""salty"":15,""vanilla"":25,""tart"":40,""fruity"":25,""floral"":0}"
THE SINGLETON OF GLEN ORD 12 YEAR,https://distiller.com/spirits/the-singleton-of-glen-ord-12-year,115,The Singleton,spirit-cost cost-3,12 YEAR,40.0,NA,NA
GLENCADAM 10 YEAR,https://distiller.com/spirits/glencadam-10-year,118,Glencadam,spirit-cost cost-3,10 YEAR,46.0,SPICY,"{""smoky"":10,""peaty"":0,""spicy"":75,""herbal"":30,""oily"":10,""full_bodied"":30,""rich"":30,""sweet"":20,""briny"":30,""salty"":20,""vanilla"":30,""tart"":50,""fruity"":40,""floral"":30}"
ARRAN SAUTERNES CASK FINISH SINGLE MALT,https://distiller.com/spirits/arran-sauternes-cask-finish-single-malt,106,Arran,spirit-cost cost-3,NAS,50.0,FRUITY & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":0,""salty"":30,""vanilla"":40,""tart"":40,""fruity"":70,""floral"":20}"
ARRAN THE ROBERT BURNS SINGLE MALT,https://distiller.com/spirits/arran-the-robert-burns-single-malt,108,Arran,spirit-cost cost-2,NAS,40.0,SWEET & FRUITY,"{""smoky"":10,""peaty"":0,""spicy"":50,""herbal"":40,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":60,""tart"":40,""fruity"":60,""floral"":10}"
GLENMORANGIE ASTAR,https://distiller.com/spirits/glenmorangie-astar,106,Glenmorangie,spirit-cost cost-4,NAS,57.1,FRUITY & SWEET,"{""smoky"":10,""peaty"":0,""spicy"":60,""herbal"":30,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":30,""tart"":60,""fruity"":80,""floral"":20}"
BENRIACH 12 YEAR,https://distiller.com/spirits/benriach-12-year,103,Benriach,spirit-cost cost-3,12,46.0,SWEET & FRUITY,"{""smoky"":30,""peaty"":10,""spicy"":50,""herbal"":10,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":10,""salty"":20,""vanilla"":60,""tart"":50,""fruity"":60,""floral"":10}"
THE GLENLIVET CAPTAIN'S RESERVE,https://distiller.com/spirits/the-glenlivet-captain-s-reserve,118,The Glenlivet,spirit-cost cost-3,NAS,40.0,TART & VANILLA,"{""smoky"":0,""peaty"":0,""spicy"":50,""herbal"":10,""oily"":0,""full_bodied"":40,""rich"":40,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":70,""tart"":70,""fruity"":60,""floral"":40}"
BOWMORE 18 YEAR DEEP & COMPLEX,https://distiller.com/spirits/bowmore-18-year-deep-complex,108,Bowmore,spirit-cost cost-4,18 YEAR,43.0,NA,NA
BUNNAHABHAIN EIRIGH NA GREINE,https://distiller.com/spirits/bunnahabhain-eirigh-na-greine,109,Bunnahabhain,spirit-cost cost-3,NAS,46.3,NA,NA
THE GLENROTHES 1994,https://distiller.com/spirits/the-glenrothes-1994,102,The Glenrothes,spirit-cost cost-3,14,43.0,FRUITY & VANILLA,"{""smoky"":10,""peaty"":0,""spicy"":50,""herbal"":10,""oily"":10,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":70,""tart"":30,""fruity"":70,""floral"":30}"
ARRAN PORT CASK FINISH SINGLE MALT,https://distiller.com/spirits/arran-port-cask-finish-single-malt,103,Arran,spirit-cost cost-3,NAS,50.0,FRUITY & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":30,""oily"":30,""full_bodied"":50,""rich"":50,""sweet"":70,""briny"":0,""salty"":30,""vanilla"":30,""tart"":40,""fruity"":70,""floral"":50}"
DEANSTON 18 YEAR,https://distiller.com/spirits/deanston-18-year,102,Deanston,spirit-cost cost-4,18 YEAR,46.3,FULL BODIED,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":20,""oily"":30,""full_bodied"":40,""rich"":30,""sweet"":20,""briny"":0,""salty"":0,""vanilla"":35,""tart"":15,""fruity"":25,""floral"":10}"
AUCHENTOSHAN SPRINGWOOD,https://distiller.com/spirits/auchentoshan-springwood,105,Auchentoshan,spirit-cost cost-2,NAS,40.0,VANILLA & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":25,""oily"":10,""full_bodied"":30,""rich"":20,""sweet"":80,""briny"":0,""salty"":10,""vanilla"":80,""tart"":70,""fruity"":60,""floral"":55}"
BRUICHLADDICH ISLAY BARLEY 2010,https://distiller.com/spirits/bruichladdich-islay-barley-2010,103,Bruichladdich,spirit-cost cost-4,NAS,50.0,NA,NA
GRANGESTONE RUM FINISH,https://distiller.com/spirits/grangestone-rum-finish,103,Grangestone,spirit-cost cost-2,NAS,40.0,NA,NA
GLENMORANGIE A TALE OF CAKE,https://distiller.com/spirits/glenmorangie-a-tale-of-cake,104,Glenmorangie,spirit-cost cost-4,NAS,46.0,SWEET & FRUITY,"{""smoky"":15,""peaty"":0,""spicy"":55,""herbal"":15,""oily"":25,""full_bodied"":60,""rich"":60,""sweet"":75,""briny"":0,""salty"":0,""vanilla"":35,""tart"":60,""fruity"":70,""floral"":15}"
AERSTONE SEA CASK 10 YEAR,https://distiller.com/spirits/aerstone-sea-cask,104,Aerstone,spirit-cost cost-2,10 YEAR,40.0,BRINY & VANILLA,"{""smoky"":30,""peaty"":10,""spicy"":60,""herbal"":70,""oily"":40,""full_bodied"":50,""rich"":60,""sweet"":70,""briny"":80,""salty"":60,""vanilla"":70,""tart"":20,""fruity"":30,""floral"":10}"
BALBLAIR 1999 2ND RELEASE,https://distiller.com/spirits/balblair-1999-2nd-release,102,Balblair,spirit-cost cost-4,NAS,46.0,SWEET & RICH,"{""smoky"":0,""peaty"":0,""spicy"":35,""herbal"":0,""oily"":10,""full_bodied"":80,""rich"":80,""sweet"":80,""briny"":0,""salty"":5,""vanilla"":30,""tart"":0,""fruity"":40,""floral"":10}"
MACALLAN TRIPLE CASK 15 YEAR,https://distiller.com/spirits/macallan-triple-cask-15-year,100,,spirit-cost cost-4,15,42.0,NA,NA
BALBLAIR 2005 1ST RELEASE,https://distiller.com/spirits/balblair-2005,100,Balblair,spirit-cost cost-3,NAS,46.0,FULL BODIED,"{""smoky"":10,""peaty"":25,""spicy"":20,""herbal"":0,""oily"":0,""full_bodied"":50,""rich"":45,""sweet"":15,""briny"":0,""salty"":15,""vanilla"":10,""tart"":10,""fruity"":30,""floral"":0}"
ABERLOUR CASG ANNAMH (BATCH 1),https://distiller.com/spirits/aberlour-casg-annamh-batch-1,97,Aberlour,spirit-cost cost-3,NAS,48.0,SWEET,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":20,""oily"":30,""full_bodied"":45,""rich"":35,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":45,""tart"":40,""fruity"":35,""floral"":15}"
THE BALVENIE DOUBLEWOOD 12 YEAR 25TH ANNIVERSARY EDITION,https://distiller.com/spirits/the-balvenie-doublewood-12-year-25th-anniversary-edition,98,The Balvenie,spirit-cost cost-3,12 YEAR,43.0,FRUITY & VANILLA,"{""smoky"":30,""peaty"":0,""spicy"":30,""herbal"":10,""oily"":20,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":70,""tart"":40,""fruity"":70,""floral"":30}"
THE GLENROTHES 10 YEAR,https://distiller.com/spirits/the-glenrothes-10-year,94,The Glenrothes,spirit-cost cost-2,10 YEAR,40.0,SWEET & SPICY,"{""smoky"":0,""peaty"":0,""spicy"":75,""herbal"":40,""oily"":50,""full_bodied"":40,""rich"":70,""sweet"":80,""briny"":20,""salty"":20,""vanilla"":30,""tart"":20,""fruity"":60,""floral"":30}"
GLEN ELGIN 12 YEAR,https://distiller.com/spirits/glen-elgin-12-year-old,94,Glen Elgin,spirit-cost cost-3,12 YEAR,43.0,FRUITY,"{""smoky"":15,""peaty"":0,""spicy"":25,""herbal"":0,""oily"":35,""full_bodied"":45,""rich"":40,""sweet"":20,""briny"":0,""salty"":0,""vanilla"":20,""tart"":15,""fruity"":70,""floral"":35}"
GLENMORANGIE SPÌOS,https://distiller.com/spirits/glenmorangie-spios,94,Glenmorangie,spirit-cost cost-4,NAS,46.0,SPICY,"{""smoky"":10,""peaty"":0,""spicy"":60,""herbal"":35,""oily"":30,""full_bodied"":50,""rich"":45,""sweet"":45,""briny"":10,""salty"":0,""vanilla"":40,""tart"":30,""fruity"":45,""floral"":35}"
TULLIBARDINE SOVEREIGN,https://distiller.com/spirits/tullibardine-sovereign,96,Tullibardine,spirit-cost cost-2,NAS,43.0,VANILLA & RICH,"{""smoky"":10,""peaty"":0,""spicy"":70,""herbal"":10,""oily"":10,""full_bodied"":70,""rich"":80,""sweet"":70,""briny"":0,""salty"":10,""vanilla"":80,""tart"":0,""fruity"":70,""floral"":60}"
THE MACALLAN EDITION NO. 5,https://distiller.com/spirits/the-macallan-edition-no-5,98,The Macallan,spirit-cost cost-4,NAS,48.5,SPICY,"{""smoky"":0,""peaty"":0,""spicy"":35,""herbal"":0,""oily"":0,""full_bodied"":20,""rich"":10,""sweet"":10,""briny"":0,""salty"":0,""vanilla"":0,""tart"":0,""fruity"":25,""floral"":0}"
TOBERMORY 12 YEAR,https://distiller.com/spirits/tobermory-12-year,94,Tobermory,spirit-cost cost-3,12 YEAR,46.3,RICH,"{""smoky"":15,""peaty"":10,""spicy"":25,""herbal"":35,""oily"":25,""full_bodied"":35,""rich"":45,""sweet"":15,""briny"":15,""salty"":10,""vanilla"":25,""tart"":35,""fruity"":30,""floral"":15}"
ABERLOUR 12 YEAR OLD SINGLE MALT SCOTCH WHISKY (DOUBLE OAK CASK),https://distiller.com/spirits/aberlour-12-year-old-single-malt-scotch-whisky-double-oak-cask,95,,spirit-cost cost-2,12,40.0,NA,NA
ROYAL LOCHNAGAR 12 YEAR (GAME OF THRONES-HOUSE BARATHEON),https://distiller.com/spirits/royal-lochnagar-12-year-game-of-thrones-house-baratheon,96,Royal Lochnagar,spirit-cost cost-3,12 YEAR,40.0,FRUITY,"{""smoky"":5,""peaty"":0,""spicy"":10,""herbal"":20,""oily"":15,""full_bodied"":30,""rich"":30,""sweet"":20,""briny"":5,""salty"":0,""vanilla"":25,""tart"":15,""fruity"":35,""floral"":15}"
MORTLACH 15 YEAR DISTILLERY LABELS (GORDON & MACPHAIL),https://distiller.com/spirits/mortlach-15-year-gordon-macphail,94,Gordon & MacPhail Distillery Labels,spirit-cost cost-3,15 YEAR,43.0,NA,NA
CLYNELISH RESERVE (GAME OF THRONES-HOUSE TYRELL),https://distiller.com/spirits/clynelish-reserve-game-of-thrones-house-tyrell,98,Clynelish,spirit-cost cost-3,NAS,51.2,FULL BODIED,"{""smoky"":0,""peaty"":0,""spicy"":25,""herbal"":10,""oily"":35,""full_bodied"":45,""rich"":30,""sweet"":20,""briny"":5,""salty"":0,""vanilla"":15,""tart"":25,""fruity"":30,""floral"":15}"
KIRKLAND 20 YEAR SPEYSIDE SINGLE MALT SHERRY CASK FINISH,https://distiller.com/spirits/kirkland-speyside-20-year,94,,spirit-cost cost-3,20,46.0,NA,NA
BRUICHLADDICH THE ORGANIC SCOTTISH BARLEY,https://distiller.com/spirits/bruichladdich-the-organic-scottish-barley,87,Bruichladdich,spirit-cost cost-3,,50.0,NA,NA
CRAIGELLACHIE 17 YEAR,https://distiller.com/spirits/craigellachie-17-year,88,Craigellachie,spirit-cost cost-5,17 YEAR,46.0,FRUITY,"{""smoky"":40,""peaty"":10,""spicy"":50,""herbal"":20,""oily"":20,""full_bodied"":50,""rich"":50,""sweet"":45,""briny"":15,""salty"":15,""vanilla"":50,""tart"":30,""fruity"":55,""floral"":20}"
BRUICHLADDICH BLACK ART 1992 05.1 EDITION 24 YEAR,https://distiller.com/spirits/bruichladdich-black-art-5-1-1992,91,Bruichladdich,spirit-cost cost-5,24 YEAR,48.4,RICH & FULL BODIED,"{""smoky"":10,""peaty"":0,""spicy"":40,""herbal"":0,""oily"":50,""full_bodied"":80,""rich"":80,""sweet"":60,""briny"":40,""salty"":50,""vanilla"":30,""tart"":20,""fruity"":70,""floral"":10}"
CARDHU 15 YEAR,https://distiller.com/spirits/cardhu-15-year,88,Cardhu,spirit-cost cost-3,15 YEAR,40.0,VANILLA & FRUITY,"{""smoky"":5,""peaty"":0,""spicy"":35,""herbal"":15,""oily"":5,""full_bodied"":10,""rich"":45,""sweet"":55,""briny"":5,""salty"":5,""vanilla"":70,""tart"":15,""fruity"":65,""floral"":60}"
AUCHENTOSHAN HEARTWOOD,https://distiller.com/spirits/auchentoshan-heartwood,86,Auchentoshan,spirit-cost cost-2,NAS,43.0,NA,NA
GLEN SCOTIA DOUBLE CASK SINGLE MALT,https://distiller.com/spirits/glen-scotia-double-cask-single-malt,274,Glen Scotia,spirit-cost cost-3,NAS,46.0,BRINY & SALTY,"{""smoky"":10,""peaty"":20,""spicy"":50,""herbal"":40,""oily"":60,""full_bodied"":60,""rich"":65,""sweet"":55,""briny"":80,""salty"":75,""vanilla"":45,""tart"":20,""fruity"":65,""floral"":15}"
BRUICHLADDICH THE LADDIE 10 YEAR,https://distiller.com/spirits/bruichladdich-the-laddie-10-year,269,Bruichladdich,spirit-cost cost-3,10,46.0,RICH & FULL BODIED,"{""smoky"":20,""peaty"":0,""spicy"":50,""herbal"":60,""oily"":40,""full_bodied"":70,""rich"":70,""sweet"":30,""briny"":40,""salty"":40,""vanilla"":30,""tart"":40,""fruity"":30,""floral"":60}"
GLENGOYNE 21 YEAR,https://distiller.com/spirits/glengoyne-21-year,284,Glengoyne,spirit-cost cost-4,21 YEAR,43.0,FRUITY & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":70,""herbal"":40,""oily"":20,""full_bodied"":80,""rich"":90,""sweet"":90,""briny"":0,""salty"":10,""vanilla"":70,""tart"":20,""fruity"":90,""floral"":60}"
THE GLENLIVET NÀDURRA OLOROSO (TRAVEL RETAIL),https://distiller.com/spirits/the-glenlivet-nadurra-oloroso-matured,272,The Glenlivet,spirit-cost cost-4,NAS,48.0,RICH & FULL BODIED,"{""smoky"":40,""peaty"":5,""spicy"":70,""herbal"":30,""oily"":30,""full_bodied"":80,""rich"":80,""sweet"":70,""briny"":50,""salty"":20,""vanilla"":20,""tart"":0,""fruity"":70,""floral"":20}"
GLENFIDDICH 15 YEAR DISTILLERY EDITION,https://distiller.com/spirits/glenfiddich-15-year-distillery-edition,269,Glenfiddich,spirit-cost cost-3,15 YEAR,51.0,FRUITY & VANILLA,"{""smoky"":5,""peaty"":0,""spicy"":35,""herbal"":10,""oily"":20,""full_bodied"":40,""rich"":50,""sweet"":60,""briny"":10,""salty"":0,""vanilla"":60,""tart"":20,""fruity"":70,""floral"":20}"
THE MACALLAN SELECT OAK,https://distiller.com/spirits/the-macallan-select-oak,264,The Macallan,spirit-cost cost-4,NAS,40.0,NA,NA
THE BALVENIE TRIPLE CASK 16 YEAR,https://distiller.com/spirits/the-balvenie-triple-cask-16-year,261,The Balvenie,spirit-cost cost-4,16 YEAR,40.0,NA,NA
THE MACALLAN 10 YEAR SHERRY OAK,https://distiller.com/spirits/the-macallan-10-year-sherry-oak,260,The Macallan,spirit-cost cost-2,10 YEAR,40.0,SWEET & FRUITY,"{""smoky"":10,""peaty"":0,""spicy"":60,""herbal"":30,""oily"":10,""full_bodied"":60,""rich"":70,""sweet"":80,""briny"":0,""salty"":10,""vanilla"":30,""tart"":10,""fruity"":70,""floral"":20}"
THE MACALLAN 25 YEAR SHERRY OAK CASK,https://distiller.com/spirits/the-macallan-25,265,The Macallan,spirit-cost cost-5,25 YEAR,43.0,FRUITY & RICH,"{""smoky"":20,""peaty"":0,""spicy"":60,""herbal"":20,""oily"":40,""full_bodied"":70,""rich"":70,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":40,""tart"":20,""fruity"":80,""floral"":40}"
THE GLENLIVET CARIBBEAN RESERVE,https://distiller.com/spirits/the-glenlivet-caribbean-reserve,273,The Glenlivet,spirit-cost cost-2,NAS,40.0,FRUITY & SWEET,"{""smoky"":20,""peaty"":0,""spicy"":30,""herbal"":0,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":75,""briny"":0,""salty"":0,""vanilla"":25,""tart"":60,""fruity"":75,""floral"":0}"
TAMNAVULIN DOUBLE CASK,https://distiller.com/spirits/tamnavulin-double-cask,271,Tamnavulin,spirit-cost cost-2,NAS,40.0,VANILLA,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":20,""oily"":10,""full_bodied"":20,""rich"":25,""sweet"":30,""briny"":0,""salty"":0,""vanilla"":30,""tart"":10,""fruity"":20,""floral"":10}"
SCAPA SKIREN,https://distiller.com/spirits/scapa-skiren,267,Scapa,spirit-cost cost-3,NAS,40.0,VANILLA,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":0,""oily"":10,""full_bodied"":25,""rich"":20,""sweet"":15,""briny"":0,""salty"":5,""vanilla"":30,""tart"":20,""fruity"":20,""floral"":10}"
LOCH LOMOND 12 YEAR,https://distiller.com/spirits/loch-lomond-12-year,255,Loch Lomond,spirit-cost cost-3,12 YEAR,46.0,SWEET,"{""smoky"":30,""peaty"":10,""spicy"":5,""herbal"":0,""oily"":5,""full_bodied"":40,""rich"":40,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":40,""tart"":10,""fruity"":50,""floral"":5}"
BENRIACH 10 YEAR,https://distiller.com/spirits/benriach-10-year,253,Benriach,spirit-cost cost-2,10 YEAR,43.0,FRUITY,"{""smoky"":0,""peaty"":0,""spicy"":10,""herbal"":10,""oily"":20,""full_bodied"":25,""rich"":30,""sweet"":30,""briny"":0,""salty"":0,""vanilla"":25,""tart"":10,""fruity"":35,""floral"":15}"
ABERLOUR 12 YEAR NON CHILL-FILTERED,https://distiller.com/spirits/aberlour-12-year-non-chill-filtered,253,Aberlour,spirit-cost cost-2,12 YEAR,48.0,FRUITY & SPICY,"{""smoky"":20,""peaty"":10,""spicy"":55,""herbal"":35,""oily"":10,""full_bodied"":50,""rich"":50,""sweet"":50,""briny"":5,""salty"":0,""vanilla"":35,""tart"":0,""fruity"":75,""floral"":15}"
DALWHINNIE WINTER'S GOLD,https://distiller.com/spirits/dalwhinnie-winter-s-gold,245,Dalwhinnie,spirit-cost cost-3,NAS,43.0,NA,NA
THE DEVERON 12 YEAR,https://distiller.com/spirits/the-deveron-12-year,251,The Deveron,spirit-cost cost-2,12 YEAR,40.0,FRUITY,"{""smoky"":30,""peaty"":25,""spicy"":0,""herbal"":15,""oily"":10,""full_bodied"":45,""rich"":45,""sweet"":20,""briny"":10,""salty"":0,""vanilla"":20,""tart"":0,""fruity"":45,""floral"":35}"
OLD PULTENEY 17 YEAR,https://distiller.com/spirits/old-pulteney-17-year,246,Old Pulteney,spirit-cost cost-3,17 YEAR,46.0,FRUITY & RICH,"{""smoky"":10,""peaty"":0,""spicy"":40,""herbal"":50,""oily"":30,""full_bodied"":70,""rich"":80,""sweet"":70,""briny"":55,""salty"":60,""vanilla"":65,""tart"":55,""fruity"":100,""floral"":30}"
THE MACALLAN FINE OAK 21 YEAR,https://distiller.com/spirits/the-macallan-fine-oak-21,243,The Macallan,spirit-cost cost-5,21 YEAR,43.0,RICH & SWEET,"{""smoky"":15,""peaty"":0,""spicy"":10,""herbal"":0,""oily"":10,""full_bodied"":80,""rich"":85,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":25,""tart"":5,""fruity"":30,""floral"":5}"
GLENFIDDICH SELECT CASK,https://distiller.com/spirits/glenfiddich-select-cask,236,Glenfiddich,spirit-cost cost-2,NAS,40.0,FRUITY & SWEET,"{""smoky"":15,""peaty"":10,""spicy"":50,""herbal"":20,""oily"":20,""full_bodied"":45,""rich"":55,""sweet"":77,""briny"":20,""salty"":15,""vanilla"":52,""tart"":20,""fruity"":80,""floral"":25}"
WOLFBURN NORTHLAND,https://distiller.com/spirits/wolfburn-single-malt-scotch,228,Wolfburn,spirit-cost cost-3,NAS,46.0,RICH & FULL BODIED,"{""smoky"":15,""peaty"":0,""spicy"":30,""herbal"":15,""oily"":0,""full_bodied"":60,""rich"":60,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":30,""tart"":20,""fruity"":50,""floral"":30}"
DALWHINNIE WINTER'S FROST (GAME OF THRONES-HOUSE STARK),https://distiller.com/spirits/dalwhinnie-winter-s-frost-game-of-thrones-house-stark,247,Dalwhinnie,spirit-cost cost-2,NAS,43.0,RICH,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":10,""oily"":10,""full_bodied"":30,""rich"":35,""sweet"":20,""briny"":5,""salty"":0,""vanilla"":30,""tart"":30,""fruity"":10,""floral"":0}"
THE GLENROTHES 12 YEAR,https://distiller.com/spirits/the-glenrothes-12-year,227,The Glenrothes,spirit-cost cost-3,12 YEAR,40.0,SWEET & VANILLA,"{""smoky"":0,""peaty"":0,""spicy"":50,""herbal"":40,""oily"":25,""full_bodied"":40,""rich"":45,""sweet"":75,""briny"":20,""salty"":10,""vanilla"":70,""tart"":40,""fruity"":65,""floral"":50}"
GLEN GRANT 12 YEAR,https://distiller.com/spirits/glen-grant-12-year,239,Glen Grant,spirit-cost cost-2,12 YEAR,43.0,RICH,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":30,""oily"":20,""full_bodied"":50,""rich"":60,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":30,""tart"":20,""fruity"":50,""floral"":50}"
TOMATIN 14 YEAR PORT CASK FINISH,https://distiller.com/spirits/tomatin-14-year,227,Tomatin,spirit-cost cost-3,14 YEAR,46.0,FRUITY,"{""smoky"":0,""peaty"":0,""spicy"":5,""herbal"":0,""oily"":0,""full_bodied"":15,""rich"":15,""sweet"":25,""briny"":0,""salty"":0,""vanilla"":0,""tart"":10,""fruity"":30,""floral"":0}"
ABERFELDY 21 YEAR,https://distiller.com/spirits/aberfeldy-21-year,217,Aberfeldy,spirit-cost cost-5,21 YEAR,40.0,FRUITY & RICH,"{""smoky"":30,""peaty"":0,""spicy"":70,""herbal"":40,""oily"":20,""full_bodied"":70,""rich"":80,""sweet"":70,""briny"":0,""salty"":20,""vanilla"":60,""tart"":20,""fruity"":80,""floral"":50}"
GLEN GRANT THE MAJOR'S RESERVE,https://distiller.com/spirits/glen-grant-the-major-s-reserve,231,Glen Grant,spirit-cost cost-2,NAS,40.0,FRUITY & VANILLA,"{""smoky"":50,""peaty"":50,""spicy"":60,""herbal"":60,""oily"":70,""full_bodied"":70,""rich"":60,""sweet"":70,""briny"":20,""salty"":20,""vanilla"":70,""tart"":60,""fruity"":80,""floral"":60}"
THE GLENLIVET NÀDURRA FIRST FILL SELECTION CASK STRENGTH,https://distiller.com/spirits/the-glenlivet-nadurra-first-fill-selection-cask-strength,217,The Glenlivet,spirit-cost cost-4,NAS,63.15,SWEET & FRUITY,"{""smoky"":10,""peaty"":0,""spicy"":15,""herbal"":0,""oily"":10,""full_bodied"":50,""rich"":50,""sweet"":65,""briny"":0,""salty"":0,""vanilla"":45,""tart"":0,""fruity"":60,""floral"":10}"
THE MACALLAN FINE OAK 17 YEAR,https://distiller.com/spirits/the-macallan-fine-oak-17,215,The Macallan,spirit-cost cost-4,17 YEAR,43.0,FRUITY & SWEET,"{""smoky"":30,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":30,""full_bodied"":60,""rich"":70,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":60,""tart"":40,""fruity"":70,""floral"":20}"
TOMATIN LEGACY,https://distiller.com/spirits/tomatin-legacy,228,Tomatin,spirit-cost cost-2,NAS,43.0,VANILLA & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":30,""herbal"":10,""oily"":35,""full_bodied"":40,""rich"":30,""sweet"":55,""briny"":0,""salty"":0,""vanilla"":55,""tart"":25,""fruity"":35,""floral"":20}"
