Whisk_Name,Whisk_Type,Whisk_Loc,Communal_Rating,Distiller_Score,URL,Num_Revs,Brand,Cost,Age,ABV,Flavor,Profile,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,briny,salty,vanilla,tart,fruity,floral,Distiller
CAOL ILA 25 YEAR,Peated Single Malt,ISLAY,4.4,91.0,https://distiller.com/spirits/caol-ila-25-year,84,CAOL ILA,5,25,43.0,FULL BODIED,"{""smoky"":30,""peaty"":20,""spicy"":50,""herbal"":30,""oily"":40,""full_bodied"":60,""rich"":50,""sweet"":40,""briny"":20,""salty"":40,""vanilla"":40,""tart"":30,""fruity"":30,""floral"":0}",30.0,20.0,50.0,30.0,40.0,60.0,50.0,40.0,20.0,40.0,40.0,30.0,30.0,0.0,CAOL ILA
LONGROW 18 YEAR,Peated Single Malt,CAMPBELTOWN,4.17,90.0,https://distiller.com/spirits/longrow-18,84,LONGROW,5,18,46.0,SMOKY & RICH,"{""smoky"":75,""peaty"":40,""spicy"":20,""herbal"":35,""oily"":50,""full_bodied"":45,""rich"":60,""sweet"":30,""briny"":30,""salty"":25,""vanilla"":20,""tart"":25,""fruity"":30,""floral"":25}",75.0,40.0,20.0,35.0,50.0,45.0,60.0,30.0,30.0,25.0,20.0,25.0,30.0,25.0,LONGROW
OCTOMORE MASTERCLASS 08.3/309 ISLAY BARLEY,Peated Single Malt,ISLAY,4.25,87.0,https://distiller.com/spirits/octomore-masterclass-08-3-309-islay-barley,77,OCTOMORE,5,5,61.2,RICH & FULL BODIED,"{""smoky"":75,""peaty"":60,""spicy"":30,""herbal"":20,""oily"":30,""full_bodied"":85,""rich"":95,""sweet"":20,""briny"":15,""salty"":0,""vanilla"":0,""tart"":25,""fruity"":20,""floral"":40}",75.0,60.0,30.0,20.0,30.0,85.0,95.0,20.0,15.0,0.0,0.0,25.0,20.0,40.0,OCTOMORE
GLENFIDDICH VINTAGE CASK,Peated Single Malt,SPEYSIDE,3.92,88.0,https://distiller.com/spirits/glenfiddich-vintage-cask,83,GLENFIDDICH,4,NAS,40.0,FRUITY & SWEET,"{""smoky"":35,""peaty"":35,""spicy"":60,""herbal"":20,""oily"":20,""full_bodied"":50,""rich"":50,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":40,""tart"":20,""fruity"":60,""floral"":20}",35.0,35.0,60.0,20.0,20.0,50.0,50.0,60.0,0.0,0.0,40.0,20.0,60.0,20.0,GLENFIDDICH
ARDBEG KELPIE (2017 COMMITTEE RELEASE),Peated Single Malt,ISLAY,4.37,90.0,https://distiller.com/spirits/ardbeg-kelpie-2017-committee-release,72,ARDBEG,5,NAS,51.7,BRINY & FULL BODIED,"{""smoky"":80,""peaty"":50,""spicy"":30,""herbal"":20,""oily"":40,""full_bodied"":80,""rich"":70,""sweet"":50,""briny"":80,""salty"":60,""vanilla"":50,""tart"":40,""fruity"":30,""floral"":0}",80.0,50.0,30.0,20.0,40.0,80.0,70.0,50.0,80.0,60.0,50.0,40.0,30.0,0.0,ARDBEG
OCTOMORE 07.2/208 CASK EVOLUTION,Peated Single Malt,ISLAY,4.3,,https://distiller.com/spirits/octomore-072-208-cask-evolution,77,OCTOMORE,5,5,58.5,,,,,,,,,,,,,,,,,OCTOMORE
ARDBEG SUPERNOVA 2014,Peated Single Malt,ISLAY,4.55,,https://distiller.com/spirits/ardbeg-supernova-2014,73,ARDBEG,5,NAS,55.0,,,,,,,,,,,,,,,,,ARDBEG
AILSA BAY SWEET SMOKE RELEASE 1.2,Peated Single Malt,LOWLANDS,3.54,88.0,https://distiller.com/spirits/ailsa-bay-sweet-smoke-release-1-2,76,AILSA BAY,3,NAS,48.9,SWEET,"{""smoky"":40,""peaty"":25,""spicy"":10,""herbal"":35,""oily"":25,""full_bodied"":30,""rich"":35,""sweet"":40,""briny"":5,""salty"":5,""vanilla"":35,""tart"":10,""fruity"":30,""floral"":10}",40.0,25.0,10.0,35.0,25.0,30.0,35.0,40.0,5.0,5.0,35.0,10.0,30.0,10.0,AILSA BAY
ANCNOC CUTTER,Peated Single Malt,HIGHLAND,3.64,87.0,https://distiller.com/spirits/ancnoc-cutter,73,ANCNOC,3,NAS,46.0,RICH & FULL BODIED,"{""smoky"":75,""peaty"":70,""spicy"":10,""herbal"":20,""oily"":40,""full_bodied"":80,""rich"":80,""sweet"":40,""briny"":30,""salty"":10,""vanilla"":15,""tart"":0,""fruity"":50,""floral"":0}",75.0,70.0,10.0,20.0,40.0,80.0,80.0,40.0,30.0,10.0,15.0,0.0,50.0,0.0,ANCNOC
BENRIACH SEPTENDECIM 17 YEAR,Peated Single Malt,SPEYSIDE,3.98,90.0,https://distiller.com/spirits/benriach-septendecim-17-year,74,BENRIACH,4,17,46.0,HERBAL & PEATY,"{""smoky"":50,""peaty"":70,""spicy"":50,""herbal"":70,""oily"":40,""full_bodied"":50,""rich"":50,""sweet"":40,""briny"":0,""salty"":10,""vanilla"":30,""tart"":40,""fruity"":20,""floral"":0}",50.0,70.0,50.0,70.0,40.0,50.0,50.0,40.0,0.0,10.0,30.0,40.0,20.0,0.0,BENRIACH
ARDBEG ALLIGATOR,Peated Single Malt,ISLAY,4.52,92.0,https://distiller.com/spirits/ardbeg-alligator,71,ARDBEG,5,NAS,51.2,RICH & SMOKY,"{""smoky"":90,""peaty"":80,""spicy"":50,""herbal"":70,""oily"":30,""full_bodied"":10,""rich"":90,""sweet"":60,""briny"":20,""salty"":40,""vanilla"":70,""tart"":0,""fruity"":50,""floral"":50}",90.0,80.0,50.0,70.0,30.0,10.0,90.0,60.0,20.0,40.0,70.0,0.0,50.0,50.0,ARDBEG
LAGAVULIN 12 YEAR (2018 SPECIAL RELEASE),Peated Single Malt,ISLAY,4.3,,https://distiller.com/spirits/lagavulin-12-year-2018-special-release,71,LAGAVULIN,4,12,57.8,,,,,,,,,,,,,,,,,LAGAVULIN
LAPHROAIG CAIRDEAS 2013 PORT WOOD EDITION,Peated Single Malt,ISLAY,4.33,97.0,https://distiller.com/spirits/laphroaig-cairdeas-feis-ile-2013-port-wood-edition,67,LAPHROAIG,4,NAS,51.3,FLORAL & FRUITY,"{""smoky"":10,""peaty"":40,""spicy"":70,""herbal"":50,""oily"":20,""full_bodied"":70,""rich"":80,""sweet"":80,""briny"":0,""salty"":20,""vanilla"":80,""tart"":20,""fruity"":80,""floral"":80}",10.0,40.0,70.0,50.0,20.0,70.0,80.0,80.0,0.0,20.0,80.0,20.0,80.0,80.0,LAPHROAIG
OLD BALLANTRUAN THE 'PEATED MALT',Peated Single Malt,SPEYSIDE,3.54,78.0,https://distiller.com/spirits/old-ballantruan-the-peated-malt,71,OLD BALLANTRUAN,3,NAS,50.0,HERBAL,"{""smoky"":40,""peaty"":50,""spicy"":30,""herbal"":50,""oily"":15,""full_bodied"":40,""rich"":40,""sweet"":40,""briny"":10,""salty"":10,""vanilla"":15,""tart"":30,""fruity"":15,""floral"":0}",40.0,50.0,30.0,50.0,15.0,40.0,40.0,40.0,10.0,10.0,15.0,30.0,15.0,0.0,OLD BALLANTRUAN
OCTOMORE MASTERCLASS 08.2/167,Peated Single Malt,ISLAY,4.42,89.0,https://distiller.com/spirits/octomore-masterclass-08-2-167,66,OCTOMORE,5,8,58.4,PEATY & RICH,"{""smoky"":45,""peaty"":70,""spicy"":20,""herbal"":15,""oily"":30,""full_bodied"":50,""rich"":65,""sweet"":30,""briny"":10,""salty"":0,""vanilla"":15,""tart"":0,""fruity"":20,""floral"":30}",45.0,70.0,20.0,15.0,30.0,50.0,65.0,30.0,10.0,0.0,15.0,0.0,20.0,30.0,OCTOMORE
PORT CHARLOTTE THE PEAT PROJECT,Peated Single Malt,ISLAY,3.81,84.0,https://distiller.com/spirits/port-charlotte-the-peat-project,63,PORT CHARLOTTE,3,NAS,46.0,SPICY & PEATY,"{""smoky"":90,""peaty"":94,""spicy"":94,""herbal"":63,""oily"":84,""full_bodied"":88,""rich"":91,""sweet"":78,""briny"":83,""salty"":83,""vanilla"":78,""tart"":73,""fruity"":79,""floral"":88}",90.0,94.0,94.0,63.0,84.0,88.0,91.0,78.0,83.0,83.0,78.0,73.0,79.0,88.0,PORT CHARLOTTE
ARDBEG GALILEO,Peated Single Malt,ISLAY,4.29,,https://distiller.com/spirits/ardbeg-galileo,63,ARDBEG,5,12,49.0,,,,,,,,,,,,,,,,,ARDBEG
LAPHROAIG CAIRDEAS 2020 PORT & WINE CASKS,Peated Single Malt,ISLAY,4.15,93.0,https://distiller.com/spirits/laphroaig-cairdeas-2020-port-wine-casks,63,LAPHROAIG,3,NAS,52.0,SMOKY & SWEET,"{""smoky"":60,""peaty"":50,""spicy"":40,""herbal"":25,""oily"":30,""full_bodied"":50,""rich"":50,""sweet"":55,""briny"":40,""salty"":25,""vanilla"":15,""tart"":10,""fruity"":40,""floral"":0}",60.0,50.0,40.0,25.0,30.0,50.0,50.0,55.0,40.0,25.0,15.0,10.0,40.0,0.0,LAPHROAIG
ARDBEG BLAAACK (2020 COMMITTEE RELEASE),Peated Single Malt,ISLAY,4.23,90.0,https://distiller.com/spirits/ardbeg-blaaack-2020-committee-release,70,ARDBEG,4,NAS,50.7,PEATY & SPICY,"{""smoky"":50,""peaty"":85,""spicy"":65,""herbal"":55,""oily"":20,""full_bodied"":45,""rich"":45,""sweet"":40,""briny"":30,""salty"":30,""vanilla"":25,""tart"":35,""fruity"":20,""floral"":0}",50.0,85.0,65.0,55.0,20.0,45.0,45.0,40.0,30.0,30.0,25.0,35.0,20.0,0.0,ARDBEG
ARDBEG GROOVES (2018 COMMITTEE RELEASE),Peated Single Malt,ISLAY,4.28,92.0,https://distiller.com/spirits/ardbeg-grooves-2018-committee-release,66,ARDBEG,4,NAS,51.6,FULL BODIED & OILY,"{""smoky"":70,""peaty"":40,""spicy"":30,""herbal"":20,""oily"":80,""full_bodied"":80,""rich"":70,""sweet"":50,""briny"":60,""salty"":40,""vanilla"":50,""tart"":10,""fruity"":20,""floral"":0}",70.0,40.0,30.0,20.0,80.0,80.0,70.0,50.0,60.0,40.0,50.0,10.0,20.0,0.0,ARDBEG
ARDBEG 17 YEAR,Peated Single Malt,ISLAY,4.2,97.0,https://distiller.com/spirits/ardbeg-17-year,62,ARDBEG,5,17,40.0,VANILLA & PEATY,"{""smoky"":65,""peaty"":70,""spicy"":10,""herbal"":15,""oily"":15,""full_bodied"":5,""rich"":20,""sweet"":65,""briny"":55,""salty"":45,""vanilla"":70,""tart"":0,""fruity"":5,""floral"":15}",65.0,70.0,10.0,15.0,15.0,5.0,20.0,65.0,55.0,45.0,70.0,0.0,5.0,15.0,ARDBEG
THE BALVENIE PEATED CASK 17 YEAR,Peated Single Malt,SPEYSIDE,4.39,94.0,https://distiller.com/spirits/the-balvenie-peated-cask-17-year,67,THE BALVENIE,4,17,43.0,RICH & FULL BODIED,"{""smoky"":35,""peaty"":15,""spicy"":20,""herbal"":30,""oily"":15,""full_bodied"":80,""rich"":80,""sweet"":78,""briny"":10,""salty"":15,""vanilla"":40,""tart"":0,""fruity"":10,""floral"":10}",35.0,15.0,20.0,30.0,15.0,80.0,80.0,78.0,10.0,15.0,40.0,0.0,10.0,10.0,BALVENIE
LAGAVULIN 10 YEAR,Peated Single Malt,ISLAY,3.81,,https://distiller.com/spirits/lagavulin-10-year,62,LAGAVULIN,2,10,43.0,,,,,,,,,,,,,,,,,LAGAVULIN
PEAT'S BEAST SINGLE MALT,Peated Single Malt,,3.17,79.0,https://distiller.com/spirits/peat-s-beast-whisky,59,PEAT'S BEAST,2,NAS,46.0,SWEET,"{""smoky"":25,""peaty"":25,""spicy"":10,""herbal"":5,""oily"":15,""full_bodied"":15,""rich"":25,""sweet"":30,""briny"":10,""salty"":15,""vanilla"":25,""tart"":10,""fruity"":20,""floral"":0}",25.0,25.0,10.0,5.0,15.0,15.0,25.0,30.0,10.0,15.0,25.0,10.0,20.0,0.0,PEAT'S BEAST
HIGHLAND PARK LOYALTY OF THE WOLF 14 YEAR,Peated Single Malt,ISLANDS,3.8,,https://distiller.com/spirits/highland-park-loyalty-of-the-wolf-14-year,61,HIGHLAND PARK,3,14,42.3,,,,,,,,,,,,,,,,,HIGHLAND PARK
OCTOMORE 07.4/167 VIRGIN OAK,Peated Single Malt,ISLAY,4.44,90.0,https://distiller.com/spirits/octomore-7-4-167-virgin-oak,60,OCTOMORE,5,7,61.2,PEATY & SMOKY,"{""smoky"":85,""peaty"":95,""spicy"":65,""herbal"":50,""oily"":30,""full_bodied"":55,""rich"":75,""sweet"":50,""briny"":40,""salty"":50,""vanilla"":50,""tart"":60,""fruity"":20,""floral"":35}",85.0,95.0,65.0,50.0,30.0,55.0,75.0,50.0,40.0,50.0,50.0,60.0,20.0,35.0,OCTOMORE
THE GLENROTHES PEATED CASK RESERVE,Peated Single Malt,SPEYSIDE,3.19,80.0,https://distiller.com/spirits/the-glenrothes-peated-cask-reserve,58,THE GLENROTHES,3,NAS,40.0,SWEET,"{""smoky"":10,""peaty"":15,""spicy"":5,""herbal"":5,""oily"":0,""full_bodied"":50,""rich"":50,""sweet"":70,""briny"":0,""salty"":10,""vanilla"":50,""tart"":10,""fruity"":40,""floral"":5}",10.0,15.0,5.0,5.0,0.0,50.0,50.0,70.0,0.0,10.0,50.0,10.0,40.0,5.0,GLENROTHES
OCTOMORE 10.1/107 SCOTTISH BARLEY,Peated Single Malt,ISLAY,4.27,88.0,https://distiller.com/spirits/octomore-10-1-107-scottish-barley,57,OCTOMORE,4,5,59.8,RICH,"{""smoky"":50,""peaty"":40,""spicy"":25,""herbal"":10,""oily"":25,""full_bodied"":50,""rich"":60,""sweet"":20,""briny"":20,""salty"":10,""vanilla"":30,""tart"":10,""fruity"":25,""floral"":10}",50.0,40.0,25.0,10.0,25.0,50.0,60.0,20.0,20.0,10.0,30.0,10.0,25.0,10.0,OCTOMORE
KILKERRAN 8 YEAR CASK STRENGTH,Peated Single Malt,CAMPBELTOWN,3.82,,https://distiller.com/spirits/kilkerran-8-year-cask-strength,62,KILKERRAN,3,8,56.2,,,,,,,,,,,,,,,,,KILKERRAN
AILSA BAY SINGLE MALT WHISKY,Peated Single Malt,LOWLANDS,3.27,,https://distiller.com/spirits/ailsa-bay-single-malt-whisky,59,WILLIAM GRANT & SONS,3,NAS,48.9,,,,,,,,,,,,,,,,,AILSA BAY
BOWMORE GOLD REEF,Peated Single Malt,ISLAY,3.4,80.0,https://distiller.com/spirits/bowmore-gold-reef,58,BOWMORE,2,NAS,40.0,SPICY,"{""smoky"":30,""peaty"":30,""spicy"":45,""herbal"":35,""oily"":5,""full_bodied"":40,""rich"":40,""sweet"":35,""briny"":10,""salty"":10,""vanilla"":15,""tart"":10,""fruity"":15,""floral"":0}",30.0,30.0,45.0,35.0,5.0,40.0,40.0,35.0,10.0,10.0,15.0,10.0,15.0,0.0,BOWMORE
ARDBEG TRAIGH BHAN 19 YEAR 2019 EDITION,Peated Single Malt,ISLAY,4.38,94.0,https://distiller.com/spirits/ardbeg-traigh-bhan-19-year-2019-edition,59,ARDBEG,5,19,46.2,SMOKY & PEATY,"{""smoky"":90,""peaty"":80,""spicy"":40,""herbal"":50,""oily"":60,""full_bodied"":60,""rich"":60,""sweet"":50,""briny"":45,""salty"":40,""vanilla"":50,""tart"":25,""fruity"":45,""floral"":15}",90.0,80.0,40.0,50.0,60.0,60.0,60.0,50.0,45.0,40.0,50.0,25.0,45.0,15.0,ARDBEG
HIGHLAND PARK THE LIGHT 17 YEAR,Peated Single Malt,ISLANDS,4.08,,https://distiller.com/spirits/highland-park-the-light-17-year,58,HIGHLAND PARK,5,17,52.9,,,,,,,,,,,,,,,,,HIGHLAND PARK
LAPHROAIG THE 1815 LEGACY EDITION,Peated Single Malt,,3.89,,https://distiller.com/spirits/laphroaig-the-1815-legacy-edition,57,LAPHROAIG,3,NAS,48.0,,,,,,,,,,,,,,,,,LAPHROAIG
BOWMORE 17 YEAR WHITE SANDS,Peated Single Malt,ISLAY,3.77,86.0,https://distiller.com/spirits/bowmore-white-sands-17-year,57,BOWMORE,4,17,43.0,SWEET,"{""smoky"":20,""peaty"":25,""spicy"":10,""herbal"":15,""oily"":30,""full_bodied"":35,""rich"":35,""sweet"":40,""briny"":5,""salty"":20,""vanilla"":25,""tart"":10,""fruity"":35,""floral"":5}",20.0,25.0,10.0,15.0,30.0,35.0,35.0,40.0,5.0,20.0,25.0,10.0,35.0,5.0,BOWMORE
ARDBEG SUPERNOVA 2019,Peated Single Malt,ISLAY,4.24,,https://distiller.com/spirits/ardbeg-supernova-2019,55,ARDBEG,5,NAS,53.8,,,,,,,,,,,,,,,,,ARDBEG
OCTOMORE 06.3/258 ISLAY BARLEY,Peated Single Malt,ISLAY,4.53,,https://distiller.com/spirits/octomore-0-63-258-islay-barley,59,OCTOMORE,5,5,62.0,,,,,,,,,,,,,,,,,OCTOMORE
LAGAVULIN DISTILLERS EDITION (2020 RELEASE),Peated Single Malt,ISLAY,4.54,,https://distiller.com/spirits/lagavulin-distillers-edition-2020-release,58,LAGAVULIN,4,NAS,43.0,,,,,,,,,,,,,,,,,LAGAVULIN
ARDMORE TRADITION,Peated Single Malt,HIGHLAND,3.41,,https://distiller.com/spirits/ardmore-tradition,55,ARDMORE,2,NAS,46.0,,,,,,,,,,,,,,,,,ARDMORE
FETTERCAIRN FIOR,Peated Single Malt,HIGHLAND,3.56,86.0,https://distiller.com/spirits/fettercairn-fior,54,FETTERCAIRN,2,NAS,42.0,SWEET,"{""smoky"":25,""peaty"":25,""spicy"":30,""herbal"":15,""oily"":25,""full_bodied"":45,""rich"":45,""sweet"":50,""briny"":10,""salty"":10,""vanilla"":25,""tart"":15,""fruity"":45,""floral"":10}",25.0,25.0,30.0,15.0,25.0,45.0,45.0,50.0,10.0,10.0,25.0,15.0,45.0,10.0,FETTERCAIRN
LAPHROAIG 30 YEAR,Peated Single Malt,ISLAY,4.58,96.0,https://distiller.com/spirits/laphroaig-30-year,53,LAPHROAIG,5,30,53.5,FULL BODIED & SMOKY,"{""smoky"":70,""peaty"":60,""spicy"":30,""herbal"":10,""oily"":50,""full_bodied"":90,""rich"":50,""sweet"":40,""briny"":20,""salty"":10,""vanilla"":60,""tart"":20,""fruity"":50,""floral"":10}",70.0,60.0,30.0,10.0,50.0,90.0,50.0,40.0,20.0,10.0,60.0,20.0,50.0,10.0,LAPHROAIG
SCARABUS SINGLE MALT,Peated Single Malt,ISLAY,3.91,86.0,https://distiller.com/spirits/scarabus-specially-selected-single-malt,56,SCARABUS,2,NAS,46.0,PEATY,"{""smoky"":35,""peaty"":35,""spicy"":5,""herbal"":0,""oily"":5,""full_bodied"":0,""rich"":0,""sweet"":10,""briny"":10,""salty"":0,""vanilla"":0,""tart"":0,""fruity"":0,""floral"":0}",35.0,35.0,5.0,0.0,5.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,SCARABUS
HIGHLAND PARK SPIRIT OF THE BEAR,Peated Single Malt,ISLANDS,3.63,,https://distiller.com/spirits/highland-park-spirit-of-the-bear,62,HIGHLAND PARK,3,NAS,40.0,,,,,,,,,,,,,,,,,HIGHLAND PARK
BUNNAHABHAIN AN CLADACH,Peated Single Malt,ISLAY,3.65,76.0,https://distiller.com/spirits/bunnahabhain-an-cladach,58,BUNNAHABHAIN,3,NAS,50.0,TART,"{""smoky"":0,""peaty"":0,""spicy"":35,""herbal"":10,""oily"":20,""full_bodied"":25,""rich"":30,""sweet"":35,""briny"":10,""salty"":10,""vanilla"":20,""tart"":35,""fruity"":25,""floral"":10}",0.0,0.0,35.0,10.0,20.0,25.0,30.0,35.0,10.0,10.0,20.0,35.0,25.0,10.0,BUNNAHABHAIN
HIGHLAND PARK SVEIN,Peated Single Malt,ISLANDS,3.37,79.0,https://distiller.com/spirits/highland-park-svein,54,HIGHLAND PARK,2,NAS,40.0,SPICY,"{""smoky"":15,""peaty"":10,""spicy"":55,""herbal"":25,""oily"":10,""full_bodied"":40,""rich"":40,""sweet"":35,""briny"":15,""salty"":15,""vanilla"":10,""tart"":35,""fruity"":25,""floral"":0}",15.0,10.0,55.0,25.0,10.0,40.0,40.0,35.0,15.0,15.0,10.0,35.0,25.0,0.0,HIGHLAND PARK
LOCH LOMOND INCHMOAN 12 YEAR,Peated Single Malt,HIGHLAND,3.58,86.0,https://distiller.com/spirits/loch-lomond-inchmoan-12-year,53,INCHMOAN,3,12,46.0,SWEET & PEATY,"{""smoky"":50,""peaty"":55,""spicy"":15,""herbal"":32,""oily"":20,""full_bodied"":40,""rich"":40,""sweet"":55,""briny"":25,""salty"":20,""vanilla"":20,""tart"":20,""fruity"":30,""floral"":0}",50.0,55.0,15.0,32.0,20.0,40.0,40.0,55.0,25.0,20.0,20.0,20.0,30.0,0.0,LOCH LOMOND
BOWMORE 25 YEAR,Peated Single Malt,ISLAY,4.5,93.0,https://distiller.com/spirits/bowmore-25-year,52,BOWMORE,5,25,43.0,SPICY & SWEET,"{""smoky"":35,""peaty"":35,""spicy"":75,""herbal"":15,""oily"":15,""full_bodied"":40,""rich"":40,""sweet"":55,""briny"":25,""salty"":25,""vanilla"":30,""tart"":25,""fruity"":50,""floral"":0}",35.0,35.0,75.0,15.0,15.0,40.0,40.0,55.0,25.0,25.0,30.0,25.0,50.0,0.0,BOWMORE
SPRINGBANK 21 YEAR,Peated Single Malt,CAMPBELTOWN,4.55,93.0,https://distiller.com/spirits/springbank-21-year,54,SPRINGBANK,5,21,46.0,RICH & FULL BODIED,"{""smoky"":30,""peaty"":30,""spicy"":50,""herbal"":20,""oily"":50,""full_bodied"":60,""rich"":60,""sweet"":50,""briny"":30,""salty"":30,""vanilla"":20,""tart"":30,""fruity"":40,""floral"":30}",30.0,30.0,50.0,20.0,50.0,60.0,60.0,50.0,30.0,30.0,20.0,30.0,40.0,30.0,SPRINGBANK
PORT CHARLOTTE MRC:01 2010,Peated Single Malt,ISLAY,4.17,93.0,https://distiller.com/spirits/port-charlotte-mrc-01-2010,55,PORT CHARLOTTE,4,NAS,59.2,SPICY & FRUITY,"{""smoky"":40,""peaty"":40,""spicy"":70,""herbal"":30,""oily"":20,""full_bodied"":45,""rich"":45,""sweet"":40,""briny"":30,""salty"":30,""vanilla"":35,""tart"":40,""fruity"":60,""floral"":0}",40.0,40.0,70.0,30.0,20.0,45.0,45.0,40.0,30.0,30.0,35.0,40.0,60.0,0.0,PORT CHARLOTTE
LAGAVULIN 12 YEAR (2015 SPECIAL RELEASE),Peated Single Malt,ISLAY,4.28,,https://distiller.com/spirits/lagavulin-12-year-2015-special-edition,51,LAGAVULIN,4,12,56.8,,,,,,,,,,,,,,,,,LAGAVULIN
CREAG ISLE SINGLE MALT SCOTCH WHISKY,Peated Single Malt,ISLAY,3.24,,https://distiller.com/spirits/creag-isle-single-malt-scotch-whisky,50,,2,12,42.2,,,,,,,,,,,,,,,,,OTHER
GLEN MORAY ELGIN CLASSIC PEATED,Peated Single Malt,SPEYSIDE,2.84,,https://distiller.com/spirits/glen-moray-elgin-classic-peated,51,GLEN MORAY,2,NAS,40.0,,,,,,,,,,,,,,,,,GLEN MORAY
KILCHOMAN 100% ISLAY 7TH EDITION,Peated Single Malt,ISLAY,3.81,92.0,https://distiller.com/spirits/kilchoman-100-islay-7th-edition,50,KILCHOMAN,4,NAS,50.0,BRINY & PEATY,"{""smoky"":45,""peaty"":65,""spicy"":50,""herbal"":20,""oily"":50,""full_bodied"":40,""rich"":50,""sweet"":20,""briny"":70,""salty"":25,""vanilla"":20,""tart"":20,""fruity"":20,""floral"":10}",45.0,65.0,50.0,20.0,50.0,40.0,50.0,20.0,70.0,25.0,20.0,20.0,20.0,10.0,KILCHOMAN
BENROMACH PEAT SMOKE 2006,Peated Single Malt,SPEYSIDE,3.71,,https://distiller.com/spirits/benromach-peat-smoke-2006,49,BENROMACH,2,NAS,46.0,,,,,,,,,,,,,,,,,BENROMACH
LAPHROAIG 16 YEAR,Peated Single Malt,ISLAY,3.94,87.0,https://distiller.com/spirits/laphroaig-16-year-old,53,LAPHROAIG,4,16,48.0,BRINY & SMOKY,"{""smoky"":80,""peaty"":60,""spicy"":50,""herbal"":40,""oily"":60,""full_bodied"":70,""rich"":60,""sweet"":40,""briny"":80,""salty"":60,""vanilla"":40,""tart"":20,""fruity"":30,""floral"":20}",80.0,60.0,50.0,40.0,60.0,70.0,60.0,40.0,80.0,60.0,40.0,20.0,30.0,20.0,LAPHROAIG
HIGHLAND PARK ICE EDITION,Peated Single Malt,ISLANDS,4.23,91.0,https://distiller.com/spirits/highland-park-ice-edition,48,HIGHLAND PARK,5,17,53.9,FULL BODIED & SPICY,"{""smoky"":50,""peaty"":35,""spicy"":60,""herbal"":20,""oily"":30,""full_bodied"":60,""rich"":50,""sweet"":35,""briny"":30,""salty"":20,""vanilla"":40,""tart"":20,""fruity"":55,""floral"":35}",50.0,35.0,60.0,20.0,30.0,60.0,50.0,35.0,30.0,20.0,40.0,20.0,55.0,35.0,HIGHLAND PARK
KILCHOMAN VINTAGE 2007,Peated Single Malt,ISLAY,3.92,90.0,https://distiller.com/spirits/kilchoman-vintage-2007,47,KILCHOMAN,4,NAS,46.0,VANILLA & PEATY,"{""smoky"":30,""peaty"":70,""spicy"":20,""herbal"":30,""oily"":50,""full_bodied"":50,""rich"":50,""sweet"":60,""briny"":30,""salty"":30,""vanilla"":80,""tart"":20,""fruity"":60,""floral"":50}",30.0,70.0,20.0,30.0,50.0,50.0,50.0,60.0,30.0,30.0,80.0,20.0,60.0,50.0,KILCHOMAN
BOWMORE THE DEVIL'S CASKS 10 YEAR,Peated Single Malt,ISLAY,4.21,90.0,https://distiller.com/spirits/bowmore-the-devil-s-casks-10-year,47,BOWMORE,4,10,56.9,SPICY & SWEET,"{""smoky"":50,""peaty"":50,""spicy"":90,""herbal"":40,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":40,""salty"":40,""vanilla"":40,""tart"":50,""fruity"":60,""floral"":30}",50.0,50.0,90.0,40.0,40.0,60.0,60.0,70.0,40.0,40.0,40.0,50.0,60.0,30.0,BOWMORE
KILCHOMAN LOCH GORM (2019 EDITION),Peated Single Malt,ISLAY,4.08,91.0,https://distiller.com/spirits/kilchoman-loch-gorm-2019-release,51,KILCHOMAN,3,NAS,46.0,RICH & PEATY,"{""smoky"":80,""peaty"":85,""spicy"":75,""herbal"":30,""oily"":75,""full_bodied"":80,""rich"":90,""sweet"":70,""briny"":80,""salty"":70,""vanilla"":50,""tart"":30,""fruity"":70,""floral"":30}",80.0,85.0,75.0,30.0,75.0,80.0,90.0,70.0,80.0,70.0,50.0,30.0,70.0,30.0,KILCHOMAN
ARDBEG DRUM (2019 COMMITTEE RELEASE),Peated Single Malt,ISLAY,3.77,87.0,https://distiller.com/spirits/ardbeg-drum-2019-committee-release,48,ARDBEG,4,NAS,52.0,BRINY & FULL BODIED,"{""smoky"":70,""peaty"":50,""spicy"":50,""herbal"":20,""oily"":50,""full_bodied"":70,""rich"":60,""sweet"":50,""briny"":70,""salty"":60,""vanilla"":60,""tart"":20,""fruity"":40,""floral"":10}",70.0,50.0,50.0,20.0,50.0,70.0,60.0,50.0,70.0,60.0,60.0,20.0,40.0,10.0,ARDBEG
WOLFBURN MORVEN SINGLE MALT,Peated Single Malt,,3.4,,https://distiller.com/spirits/wolfburn-morven,51,,3,NAS,46.0,,,,,,,,,,,,,,,,,WOLFBURN
HIGHLAND PARK HARALD,Peated Single Malt,ISLANDS,3.57,,https://distiller.com/spirits/highland-park-harald,49,HIGHLAND PARK,3,NAS,40.0,,,,,,,,,,,,,,,,,HIGHLAND PARK
