Whisk_Name,Whisk_Type,Whisk_Loc,Communal_Rating,Distiller_Score,URL,Num_Revs,Brand,Cost,Age,ABV,Flavor,Profile,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,briny,salty,vanilla,tart,fruity,floral,Distiller
HIGHLAND PARK ODIN,Peated Single Malt,ISLANDS,4.4,90.0,https://distiller.com/spirits/highland-park-odin,47,HIGHLAND PARK,5,NAS,55.8,FRUITY & SWEET,"{""smoky"":30,""peaty"":30,""spicy"":50,""herbal"":20,""oily"":40,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":20,""salty"":30,""vanilla"":40,""tart"":40,""fruity"":80,""floral"":40}",30.0,30.0,50.0,20.0,40.0,70.0,70.0,70.0,20.0,30.0,40.0,40.0,80.0,40.0,HIGHLAND PARK
BOWMORE VAULT EDITION FIRST RELEASE ATLANTIC SEA SALT,Peated Single Malt,ISLAY,3.61,82.0,https://distiller.com/spirits/bowmore-vault-edition-first-release-atlantic-sea-salt,49,BOWMORE,5,NAS,51.5,SALTY,"{""smoky"":20,""peaty"":10,""spicy"":0,""herbal"":0,""oily"":10,""full_bodied"":0,""rich"":0,""sweet"":20,""briny"":10,""salty"":20,""vanilla"":10,""tart"":0,""fruity"":0,""floral"":0}",20.0,10.0,0.0,0.0,10.0,0.0,0.0,20.0,10.0,20.0,10.0,0.0,0.0,0.0,BOWMORE
CLYNELISH DISTILLERS EDITION,Peated Single Malt,HIGHLAND,3.84,88.0,https://distiller.com/spirits/clynelish-distillers-edition,49,CLYNELISH,3,NAS,46.0,FRUITY & RICH,"{""smoky"":40,""peaty"":30,""spicy"":50,""herbal"":30,""oily"":30,""full_bodied"":70,""rich"":70,""sweet"":60,""briny"":30,""salty"":50,""vanilla"":60,""tart"":30,""fruity"":70,""floral"":40}",40.0,30.0,50.0,30.0,30.0,70.0,70.0,60.0,30.0,50.0,60.0,30.0,70.0,40.0,CLYNELISH
"LAGAVULIN DISTILLERS EDITION (DISTILLED 2002, BOTTLED 2018)",Peated Single Malt,ISLAY,4.4,,https://distiller.com/spirits/lagavulin-distillers-edition-distilled-2002-bottled-2018,50,,4,16,43.0,,,,,,,,,,,,,,,,,LAGAVULIN
CAOL ILA 15 YEAR 2000 (2016 SPECIAL RELEASE),Peated Single Malt,ISLAY,4.0,94.0,https://distiller.com/spirits/caol-ila-15-year-2000-2016-special-release,44,CAOL ILA,4,15,61.5,FULL BODIED & SWEET,"{""smoky"":30,""peaty"":0,""spicy"":30,""herbal"":20,""oily"":50,""full_bodied"":70,""rich"":50,""sweet"":60,""briny"":20,""salty"":50,""vanilla"":40,""tart"":30,""fruity"":40,""floral"":10}",30.0,0.0,30.0,20.0,50.0,70.0,50.0,60.0,20.0,50.0,40.0,30.0,40.0,10.0,CAOL ILA
LAGAVULIN 25 YEAR,Peated Single Malt,ISLAY,4.61,95.0,https://distiller.com/spirits/lagavulin-25-year,45,LAGAVULIN,5,25,50.9,SMOKY & BRINY,"{""smoky"":80,""peaty"":60,""spicy"":50,""herbal"":30,""oily"":30,""full_bodied"":70,""rich"":30,""sweet"":40,""briny"":70,""salty"":50,""vanilla"":30,""tart"":20,""fruity"":40,""floral"":10}",80.0,60.0,50.0,30.0,30.0,70.0,30.0,40.0,70.0,50.0,30.0,20.0,40.0,10.0,LAGAVULIN
KILCHOMAN MACHIR BAY 2015,Peated Single Malt,ISLAY,3.84,,https://distiller.com/spirits/kilchoman-machir-bay-2015,47,KILCHOMAN,2,NAS,46.0,,,,,,,,,,,,,,,,,KILCHOMAN
AEROLITE LYNDSAY 10 YEAR,Peated Single Malt,ISLAY,3.17,87.0,https://distiller.com/spirits/aerolite-lyndsay-10-year,45,AEROLITE LYNDSAY,3,10,46.0,FULL BODIED,"{""smoky"":20,""peaty"":35,""spicy"":20,""herbal"":40,""oily"":35,""full_bodied"":40,""rich"":35,""sweet"":20,""briny"":35,""salty"":25,""vanilla"":20,""tart"":10,""fruity"":20,""floral"":10}",20.0,35.0,20.0,40.0,35.0,40.0,35.0,20.0,35.0,25.0,20.0,10.0,20.0,10.0,AEROLITE LYNDSAY
OBAN 21 YEAR CASK STRENGTH,Peated Single Malt,HIGHLAND,4.29,97.0,https://distiller.com/spirits/oban-21-year,44,OBAN,5,21,58.5,RICH & FULL BODIED,"{""smoky"":60,""peaty"":60,""spicy"":70,""herbal"":40,""oily"":80,""full_bodied"":100,""rich"":100,""sweet"":70,""briny"":50,""salty"":70,""vanilla"":80,""tart"":60,""fruity"":80,""floral"":90}",60.0,60.0,70.0,40.0,80.0,100.0,100.0,70.0,50.0,70.0,80.0,60.0,80.0,90.0,OBAN
KILCHOMAN LOCH GORM (2017 EDITION),Peated Single Malt,ISLAY,3.94,91.0,https://distiller.com/spirits/kilchoman-loch-gorm-2017-release,44,KILCHOMAN,3,NAS,46.0,BRINY & SALTY,"{""smoky"":90,""peaty"":90,""spicy"":5,""herbal"":0,""oily"":10,""full_bodied"":10,""rich"":15,""sweet"":40,""briny"":95,""salty"":90,""vanilla"":25,""tart"":0,""fruity"":40,""floral"":10}",90.0,90.0,5.0,0.0,10.0,10.0,15.0,40.0,95.0,90.0,25.0,0.0,40.0,10.0,KILCHOMAN
HIGHLAND PARK CASK STRENGTH EDITION NO. 1,Peated Single Malt,ISLANDS,3.91,88.0,https://distiller.com/spirits/highland-park-cask-strength-edition-no-1,43,HIGHLAND PARK,4,NAS,63.3,FRUITY & SWEET,"{""smoky"":35,""peaty"":40,""spicy"":45,""herbal"":45,""oily"":25,""full_bodied"":50,""rich"":50,""sweet"":55,""briny"":25,""salty"":25,""vanilla"":15,""tart"":45,""fruity"":65,""floral"":0}",35.0,40.0,45.0,45.0,25.0,50.0,50.0,55.0,25.0,25.0,15.0,45.0,65.0,0.0,HIGHLAND PARK
BOWMORE 15 YEAR GOLDEN & ELEGANT,Peated Single Malt,ISLAY,4.06,83.0,https://distiller.com/spirits/bowmore-15-year-golden-elegant,45,BOWMORE,3,15,43.0,FRUITY & SALTY,"{""smoky"":55,""peaty"":40,""spicy"":50,""herbal"":50,""oily"":40,""full_bodied"":40,""rich"":50,""sweet"":40,""briny"":60,""salty"":75,""vanilla"":40,""tart"":20,""fruity"":75,""floral"":20}",55.0,40.0,50.0,50.0,40.0,40.0,50.0,40.0,60.0,75.0,40.0,20.0,75.0,20.0,BOWMORE
HIGHLAND PARK FIRE EDITION,Peated Single Malt,ISLANDS,4.02,87.0,https://distiller.com/spirits/highland-park-fire-edition,41,HIGHLAND PARK,5,15,45.2,OILY & SMOKY,"{""smoky"":75,""peaty"":40,""spicy"":60,""herbal"":65,""oily"":75,""full_bodied"":60,""rich"":65,""sweet"":50,""briny"":30,""salty"":20,""vanilla"":50,""tart"":40,""fruity"":60,""floral"":65}",75.0,40.0,60.0,65.0,75.0,60.0,65.0,50.0,30.0,20.0,50.0,40.0,60.0,65.0,HIGHLAND PARK
LONGROW RED 11 YEAR CABERNET SAUVIGNON FINISH,Peated Single Malt,CAMPBELTOWN,4.23,87.0,https://distiller.com/spirits/longrow-red,41,LONGROW,4,11,52.1,FULL BODIED & PEATY,"{""smoky"":87,""peaty"":88,""spicy"":60,""herbal"":70,""oily"":79,""full_bodied"":88,""rich"":86,""sweet"":74,""briny"":83,""salty"":82,""vanilla"":73,""tart"":62,""fruity"":86,""floral"":63}",87.0,88.0,60.0,70.0,79.0,88.0,86.0,74.0,83.0,82.0,73.0,62.0,86.0,63.0,LONGROW
OCTOMORE TEN YEARS DIALOGOS,Peated Single Malt,ISLAY,4.54,89.0,https://distiller.com/spirits/octomore-ten-years-dialogos,39,OCTOMORE,5,10,56.8,FULL BODIED,"{""smoky"":50,""peaty"":40,""spicy"":10,""herbal"":15,""oily"":35,""full_bodied"":50,""rich"":45,""sweet"":29,""briny"":15,""salty"":5,""vanilla"":25,""tart"":20,""fruity"":29,""floral"":10}",50.0,40.0,10.0,15.0,35.0,50.0,45.0,29.0,15.0,5.0,25.0,20.0,29.0,10.0,OCTOMORE
OLD PULTENEY HUDDART,Peated Single Malt,HIGHLAND,3.84,88.0,https://distiller.com/spirits/old-pulteney-huddart,43,OLD PULTENEY,3,NAS,46.0,RICH & FULL BODIED,"{""smoky"":35,""peaty"":40,""spicy"":40,""herbal"":20,""oily"":25,""full_bodied"":60,""rich"":60,""sweet"":30,""briny"":25,""salty"":25,""vanilla"":30,""tart"":20,""fruity"":45,""floral"":0}",35.0,40.0,40.0,20.0,25.0,60.0,60.0,30.0,25.0,25.0,30.0,20.0,45.0,0.0,PULTENEY
KILCHOMAN RED WINE CASK MATURED,Peated Single Malt,ISLAY,4.26,89.0,https://distiller.com/spirits/kilchoman-red-wine-cask-matured,43,KILCHOMAN,4,NAS,50.0,RICH & FULL BODIED,"{""smoky"":20,""peaty"":40,""spicy"":60,""herbal"":20,""oily"":50,""full_bodied"":60,""rich"":60,""sweet"":40,""briny"":40,""salty"":25,""vanilla"":35,""tart"":20,""fruity"":45,""floral"":15}",20.0,40.0,60.0,20.0,50.0,60.0,60.0,40.0,40.0,25.0,35.0,20.0,45.0,15.0,KILCHOMAN
PORT CHARLOTTE 10 YEAR SECOND EDITION,Peated Single Malt,ISLAY,4.38,90.0,https://distiller.com/spirits/port-charlotte-10-year-second-edition,40,PORT CHARLOTTE,3,10,50.0,HERBAL & SMOKY,"{""smoky"":75,""peaty"":70,""spicy"":60,""herbal"":75,""oily"":30,""full_bodied"":65,""rich"":70,""sweet"":65,""briny"":50,""salty"":60,""vanilla"":50,""tart"":50,""fruity"":60,""floral"":65}",75.0,70.0,60.0,75.0,30.0,65.0,70.0,65.0,50.0,60.0,50.0,50.0,60.0,65.0,PORT CHARLOTTE
OLD BALLANTRUAN THE PEATED MALT 10 YEAR,Peated Single Malt,SPEYSIDE,3.61,90.0,https://distiller.com/spirits/old-ballantruan-the-peated-malt-10-year,44,TOMINTOUL,3,10,50.0,SWEET,"{""smoky"":35,""peaty"":20,""spicy"":10,""herbal"":35,""oily"":20,""full_bodied"":30,""rich"":20,""sweet"":40,""briny"":10,""salty"":5,""vanilla"":25,""tart"":10,""fruity"":20,""floral"":10}",35.0,20.0,10.0,35.0,20.0,30.0,20.0,40.0,10.0,5.0,25.0,10.0,20.0,10.0,TOMINTOUL
SPRINGBANK GREEN 12 YEAR,Peated Single Malt,CAMPBELTOWN,3.84,92.0,https://distiller.com/spirits/springbank-green-12-year,44,SPRINGBANK,4,12,46.0,FRUITY & VANILLA,"{""smoky"":30,""peaty"":30,""spicy"":40,""herbal"":20,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":60,""briny"":40,""salty"":40,""vanilla"":60,""tart"":30,""fruity"":80,""floral"":40}",30.0,30.0,40.0,20.0,40.0,60.0,60.0,60.0,40.0,40.0,60.0,30.0,80.0,40.0,SPRINGBANK
FINLAGGAN ORIGINAL,Peated Single Malt,ISLAY,3.5,,https://distiller.com/spirits/finlaggan-original,46,,1,NAS,40.0,,,,,,,,,,,,,,,,,LAGG
LAGAVULIN 16 YEAR FÈIS ÌLE 2017,Peated Single Malt,ISLAY,4.39,,https://distiller.com/spirits/lagavulin-16-year-feis-ile-2017,39,LAGAVULIN,5,16,55.8,,,,,,,,,,,,,,,,,LAGAVULIN
RAASAY WHILE WE WAIT,Peated Single Malt,ISLANDS,3.85,,https://distiller.com/spirits/raasay-while-we-wait,41,RAASAY & BORDERS DISTILLERS,3,NAS,46.0,,,,,,,,,,,,,,,,,RAASAY
SPRINGBANK 18 YEAR,Peated Single Malt,CAMPBELTOWN,4.2,92.0,https://distiller.com/spirits/springbank-18,162,SPRINGBANK,4,18,46.0,FRUITY & SWEET,"{""smoky"":40,""peaty"":40,""spicy"":50,""herbal"":30,""oily"":50,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":40,""salty"":50,""vanilla"":50,""tart"":40,""fruity"":80,""floral"":60}",40.0,40.0,50.0,30.0,50.0,70.0,70.0,70.0,40.0,50.0,50.0,40.0,80.0,60.0,SPRINGBANK
LAGAVULIN 12 YEAR (2012 SPECIAL RELEASE),Peated Single Malt,ISLAY,4.19,91.0,https://distiller.com/spirits/lagavulin-12-year-2012-special-release,152,LAGAVULIN,4,12,56.1,PEATY & SMOKY,"{""smoky"":65,""peaty"":80,""spicy"":60,""herbal"":34,""oily"":15,""full_bodied"":40,""rich"":40,""sweet"":40,""briny"":35,""salty"":35,""vanilla"":15,""tart"":20,""fruity"":25,""floral"":0}",65.0,80.0,60.0,34.0,15.0,40.0,40.0,40.0,35.0,35.0,15.0,20.0,25.0,0.0,LAGAVULIN
BUNNAHABHAIN 25 YEAR,Peated Single Malt,ISLAY,4.44,91.0,https://distiller.com/spirits/bunnahabhain-25,151,BUNNAHABHAIN,5,25,46.3,FRUITY & SWEET,"{""smoky"":20,""peaty"":20,""spicy"":60,""herbal"":20,""oily"":40,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":20,""salty"":40,""vanilla"":40,""tart"":20,""fruity"":80,""floral"":20}",20.0,20.0,60.0,20.0,40.0,70.0,70.0,70.0,20.0,40.0,40.0,20.0,80.0,20.0,BUNNAHABHAIN
LAPHROAIG CAIRDEAS 200TH ANNIVERSARY EDITION,Peated Single Malt,ISLAY,4.39,94.0,https://distiller.com/spirits/laphroaig-cairdeas-200th-anniversary-edition,147,LAPHROAIG,3,NAS,51.5,RICH & FULL BODIED,"{""smoky"":70,""peaty"":70,""spicy"":0,""herbal"":10,""oily"":20,""full_bodied"":80,""rich"":80,""sweet"":60,""briny"":30,""salty"":20,""vanilla"":40,""tart"":0,""fruity"":60,""floral"":10}",70.0,70.0,0.0,10.0,20.0,80.0,80.0,60.0,30.0,20.0,40.0,0.0,60.0,10.0,LAPHROAIG
LAPHROAIG CAIRDEAS 2018 FINO CASK FINISH,Peated Single Malt,ISLAY,4.27,93.0,https://distiller.com/spirits/laphroaig-cairdeas-2018-fino-cask-finish,163,LAPHROAIG,4,NAS,51.8,BRINY & SMOKY,"{""smoky"":90,""peaty"":70,""spicy"":20,""herbal"":10,""oily"":30,""full_bodied"":80,""rich"":60,""sweet"":50,""briny"":90,""salty"":80,""vanilla"":60,""tart"":10,""fruity"":60,""floral"":0}",90.0,70.0,20.0,10.0,30.0,80.0,60.0,50.0,90.0,80.0,60.0,10.0,60.0,0.0,LAPHROAIG
PORT ASKAIG 8 YEAR,Peated Single Malt,ISLAY,3.38,83.0,https://distiller.com/spirits/port-askaig-8-year,146,PORT ASKAIG,2,8,45.8,SWEET & SMOKY,"{""smoky"":75,""peaty"":70,""spicy"":70,""herbal"":60,""oily"":40,""full_bodied"":40,""rich"":45,""sweet"":75,""briny"":60,""salty"":60,""vanilla"":55,""tart"":20,""fruity"":50,""floral"":20}",75.0,70.0,70.0,60.0,40.0,40.0,45.0,75.0,60.0,60.0,55.0,20.0,50.0,20.0,PORT ASKAIG
LAPHROAIG CAIRDEAS 2017 CASK STRENGTH QUARTER CASK EDITION,Peated Single Malt,ISLAY,4.3,94.0,https://distiller.com/spirits/laphroaig-cairdeas-2017-cask-strength-quarter-cask-edition,151,LAPHROAIG,4,NAS,57.2,SPICY & PEATY,"{""smoky"":75,""peaty"":80,""spicy"":80,""herbal"":25,""oily"":10,""full_bodied"":40,""rich"":40,""sweet"":35,""briny"":25,""salty"":25,""vanilla"":25,""tart"":35,""fruity"":45,""floral"":0}",75.0,80.0,80.0,25.0,10.0,40.0,40.0,35.0,25.0,25.0,25.0,35.0,45.0,0.0,LAPHROAIG
THE BALVENIE THE WEEK OF PEAT 14 YEAR,Peated Single Malt,SPEYSIDE,4.04,90.0,https://distiller.com/spirits/the-balvenie-the-week-of-peat-14-year,146,THE BALVENIE,4,14,48.3,RICH & OILY,"{""smoky"":65,""peaty"":55,""spicy"":50,""herbal"":15,""oily"":65,""full_bodied"":60,""rich"":65,""sweet"":60,""briny"":15,""salty"":10,""vanilla"":40,""tart"":15,""fruity"":20,""floral"":10}",65.0,55.0,50.0,15.0,65.0,60.0,65.0,60.0,15.0,10.0,40.0,15.0,20.0,10.0,BALVENIE
TALISKER 25 YEAR,Peated Single Malt,ISLANDS,4.44,90.0,https://distiller.com/spirits/talisker-25,139,TALISKER,5,25,57.8,RICH & FULL BODIED,"{""smoky"":20,""peaty"":30,""spicy"":55,""herbal"":10,""oily"":50,""full_bodied"":60,""rich"":65,""sweet"":10,""briny"":20,""salty"":35,""vanilla"":10,""tart"":20,""fruity"":35,""floral"":5}",20.0,30.0,55.0,10.0,50.0,60.0,65.0,10.0,20.0,35.0,10.0,20.0,35.0,5.0,TALISKER
HIGHLAND PARK 10 YEAR VIKING SCARS,Peated Single Malt,ISLANDS,3.59,,https://distiller.com/spirits/highland-park-10-year-viking-scars,150,HIGHLAND PARK,2,10,40.0,,,,,,,,,,,,,,,,,HIGHLAND PARK
THE BALVENIE PEAT WEEK 14 YEAR (2002 EDITION),Peated Single Malt,SPEYSIDE,4.18,91.0,https://distiller.com/spirits/the-balvenie-peat-week-14-year-2002-edition,142,THE BALVENIE,4,14,48.3,RICH,"{""smoky"":50,""peaty"":40,""spicy"":40,""herbal"":20,""oily"":10,""full_bodied"":50,""rich"":55,""sweet"":45,""briny"":10,""salty"":0,""vanilla"":40,""tart"":25,""fruity"":45,""floral"":35}",50.0,40.0,40.0,20.0,10.0,50.0,55.0,45.0,10.0,0.0,40.0,25.0,45.0,35.0,BALVENIE
BOWMORE BLACK ROCK,Peated Single Malt,ISLAY,3.46,82.0,https://distiller.com/spirits/bowmore-black-rock,140,BOWMORE,2,NAS,40.0,RICH,"{""smoky"":30,""peaty"":30,""spicy"":45,""herbal"":20,""oily"":20,""full_bodied"":45,""rich"":45,""sweet"":30,""briny"":20,""salty"":15,""vanilla"":10,""tart"":20,""fruity"":15,""floral"":0}",30.0,30.0,45.0,20.0,20.0,45.0,45.0,30.0,20.0,15.0,10.0,20.0,15.0,0.0,BOWMORE
HIGHLAND PARK 25 YEAR,Peated Single Malt,ORKNEY,4.78,93.0,https://distiller.com/spirits/highland-park-25-year,138,HIGHLAND PARK,5,25,50.7,RICH & FULL BODIED,"{""smoky"":30,""peaty"":25,""spicy"":15,""herbal"":10,""oily"":0,""full_bodied"":75,""rich"":80,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":25,""tart"":0,""fruity"":25,""floral"":20}",30.0,25.0,15.0,10.0,0.0,75.0,80.0,70.0,0.0,0.0,25.0,0.0,25.0,20.0,HIGHLAND PARK
LEDAIG 18 YEAR,Peated Single Malt,ISLANDS,4.02,88.0,https://distiller.com/spirits/ledaig-18-year,138,LEDAIG,5,18,46.3,SWEET & RICH,"{""smoky"":30,""peaty"":50,""spicy"":70,""herbal"":0,""oily"":10,""full_bodied"":65,""rich"":70,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":25,""tart"":0,""fruity"":40,""floral"":30}",30.0,50.0,70.0,0.0,10.0,65.0,70.0,80.0,0.0,0.0,25.0,0.0,40.0,30.0,LEDAIG
GLENGLASSAUGH TORFA,Peated Single Malt,HIGHLAND,3.86,92.0,https://distiller.com/spirits/glenglassaugh-torfa,137,GLENGLASSAUGH,3,NAS,50.0,SWEET & FULL BODIED,"{""smoky"":35,""peaty"":35,""spicy"":5,""herbal"":15,""oily"":10,""full_bodied"":60,""rich"":50,""sweet"":70,""briny"":15,""salty"":20,""vanilla"":10,""tart"":5,""fruity"":10,""floral"":5}",35.0,35.0,5.0,15.0,10.0,60.0,50.0,70.0,15.0,20.0,10.0,5.0,10.0,5.0,GLENGLASSAUGH
ARDBEG GROOVES,Peated Single Malt,ISLAY,4.1,87.0,https://distiller.com/spirits/ardbeg-grooves,138,ARDBEG,4,NAS,46.0,SMOKY,"{""smoky"":50,""peaty"":35,""spicy"":40,""herbal"":10,""oily"":45,""full_bodied"":45,""rich"":35,""sweet"":35,""briny"":35,""salty"":40,""vanilla"":20,""tart"":15,""fruity"":25,""floral"":0}",50.0,35.0,40.0,10.0,45.0,45.0,35.0,35.0,35.0,40.0,20.0,15.0,25.0,0.0,ARDBEG
JURA JOURNEY,Peated Single Malt,ISLANDS,3.16,,https://distiller.com/spirits/jura-journey,134,JURA,2,NAS,40.0,,,,,,,,,,,,,,,,,JURA
BUNNAHABHAIN TOITEACH A DHÀ,Peated Single Malt,ISLAY,3.69,82.0,https://distiller.com/spirits/bunnahabhain-toiteach-a-dha,139,BUNNAHABHAIN,2,NAS,46.3,RICH,"{""smoky"":20,""peaty"":20,""spicy"":5,""herbal"":0,""oily"":15,""full_bodied"":0,""rich"":20,""sweet"":10,""briny"":0,""salty"":0,""vanilla"":0,""tart"":0,""fruity"":10,""floral"":0}",20.0,20.0,5.0,0.0,15.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,BUNNAHABHAIN
LAPHROAIG 25 YEAR,Peated Single Malt,ISLAY,4.68,95.0,https://distiller.com/spirits/laphroaig-25-year-old,135,LAPHROAIG,5,25,40.0,RICH & FULL BODIED,"{""smoky"":40,""peaty"":70,""spicy"":20,""herbal"":30,""oily"":15,""full_bodied"":85,""rich"":85,""sweet"":80,""briny"":30,""salty"":15,""vanilla"":35,""tart"":0,""fruity"":30,""floral"":5}",40.0,70.0,20.0,30.0,15.0,85.0,85.0,80.0,30.0,15.0,35.0,0.0,30.0,5.0,LAPHROAIG
ARDBEG AURIVERDES,Peated Single Malt,ISLAY,4.14,92.0,https://distiller.com/spirits/ardbeg-auriverdes,127,ARDBEG,4,NAS,49.9,FRUITY & PEATY,"{""smoky"":30,""peaty"":70,""spicy"":35,""herbal"":10,""oily"":30,""full_bodied"":65,""rich"":65,""sweet"":40,""briny"":50,""salty"":30,""vanilla"":20,""tart"":40,""fruity"":70,""floral"":20}",30.0,70.0,35.0,10.0,30.0,65.0,65.0,40.0,50.0,30.0,20.0,40.0,70.0,20.0,ARDBEG
PORT ASKAIG 110 PROOF,Peated Single Malt,ISLAY,3.77,86.0,https://distiller.com/spirits/port-askaig-110-proof,129,PORT ASKAIG,3,NAS,55.0,PEATY & SMOKY,"{""smoky"":55,""peaty"":55,""spicy"":20,""herbal"":45,""oily"":35,""full_bodied"":35,""rich"":35,""sweet"":40,""briny"":15,""salty"":15,""vanilla"":15,""tart"":20,""fruity"":0,""floral"":0}",55.0,55.0,20.0,45.0,35.0,35.0,35.0,40.0,15.0,15.0,15.0,20.0,0.0,0.0,PORT ASKAIG
JURA SEVEN WOOD,Peated Single Malt,ISLANDS,3.53,86.0,https://distiller.com/spirits/jura-seven-wood,120,JURA,3,NAS,42.0,BRINY & FRUITY,"{""smoky"":25,""peaty"":20,""spicy"":45,""herbal"":0,""oily"":55,""full_bodied"":10,""rich"":15,""sweet"":75,""briny"":85,""salty"":65,""vanilla"":40,""tart"":5,""fruity"":75,""floral"":15}",25.0,20.0,45.0,0.0,55.0,10.0,15.0,75.0,85.0,65.0,40.0,5.0,75.0,15.0,JURA
AERSTONE LAND CASK 10 YEAR,Peated Single Malt,,3.59,93.0,https://distiller.com/spirits/aerstone-land-cask,122,AERSTONE,2,10,40.0,FULL BODIED & RICH,"{""smoky"":60,""peaty"":60,""spicy"":30,""herbal"":55,""oily"":50,""full_bodied"":80,""rich"":70,""sweet"":60,""briny"":10,""salty"":25,""vanilla"":40,""tart"":40,""fruity"":30,""floral"":10}",60.0,60.0,30.0,55.0,50.0,80.0,70.0,60.0,10.0,25.0,40.0,40.0,30.0,10.0,AERSTONE
LAPHROAIG AN CUAN MOR,Peated Single Malt,ISLAY,4.15,,https://distiller.com/spirits/laphroaig-an-cuan-mor,116,LAPHROAIG,4,NAS,48.0,,,,,,,,,,,,,,,,,LAPHROAIG
KILCHOMAN LOCH GORM (2015 EDITION),Peated Single Malt,ISLAY,4.04,87.0,https://distiller.com/spirits/kilchoman-loch-gorm-2015,115,KILCHOMAN,4,NAS,46.0,BRINY & FULL BODIED,"{""smoky"":70,""peaty"":80,""spicy"":50,""herbal"":0,""oily"":60,""full_bodied"":90,""rich"":80,""sweet"":70,""briny"":90,""salty"":70,""vanilla"":30,""tart"":0,""fruity"":10,""floral"":0}",70.0,80.0,50.0,0.0,60.0,90.0,80.0,70.0,90.0,70.0,30.0,0.0,10.0,0.0,KILCHOMAN
BOWMORE NO. 1,Peated Single Malt,ISLAY,3.3,80.0,https://distiller.com/spirits/bowmore-no-1,117,BOWMORE,2,NAS,40.0,TART,"{""smoky"":20,""peaty"":20,""spicy"":0,""herbal"":0,""oily"":0,""full_bodied"":0,""rich"":0,""sweet"":20,""briny"":0,""salty"":0,""vanilla"":20,""tart"":20,""fruity"":0,""floral"":0}",20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,BOWMORE
LAPHROAIG CAIRDEAS 2014 AMONTILLADO CASK EDITION,Peated Single Malt,ISLAY,4.29,95.0,https://distiller.com/spirits/laphroaig-cairdeas-2014,116,LAPHROAIG,3,8,51.4,RICH & FULL BODIED,"{""smoky"":40,""peaty"":40,""spicy"":15,""herbal"":20,""oily"":20,""full_bodied"":80,""rich"":80,""sweet"":60,""briny"":15,""salty"":20,""vanilla"":15,""tart"":0,""fruity"":5,""floral"":10}",40.0,40.0,15.0,20.0,20.0,80.0,80.0,60.0,15.0,20.0,15.0,0.0,5.0,10.0,LAPHROAIG
ARDBEG DRUM,Peated Single Malt,ISLAY,3.95,88.0,https://distiller.com/spirits/ardbeg-drum,121,ARDBEG,4,NAS,46.0,RICH,"{""smoky"":35,""peaty"":25,""spicy"":30,""herbal"":10,""oily"":40,""full_bodied"":35,""rich"":40,""sweet"":30,""briny"":10,""salty"":20,""vanilla"":25,""tart"":10,""fruity"":35,""floral"":5}",35.0,25.0,30.0,10.0,40.0,35.0,40.0,30.0,10.0,20.0,25.0,10.0,35.0,5.0,ARDBEG
THE BALVENIE PEAT WEEK 14 YEAR (2003 EDITION),Peated Single Malt,SPEYSIDE,4.12,,https://distiller.com/spirits/the-balvenie-peat-week-14-year-2003-edition,124,THE BALVENIE,4,14,48.3,,,,,,,,,,,,,,,,,BALVENIE
HIGHLAND PARK 30 YEAR,Peated Single Malt,ISLANDS,4.36,97.0,https://distiller.com/spirits/highland-park-30,114,HIGHLAND PARK,5,30,48.1,SWEET & RICH,"{""smoky"":50,""peaty"":50,""spicy"":60,""herbal"":30,""oily"":30,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":30,""salty"":50,""vanilla"":50,""tart"":20,""fruity"":60,""floral"":40}",50.0,50.0,60.0,30.0,30.0,70.0,70.0,70.0,30.0,50.0,50.0,20.0,60.0,40.0,HIGHLAND PARK
OCTOMORE 07.3/169 ISLAY BARLEY,Peated Single Malt,ISLAY,4.59,96.0,https://distiller.com/spirits/octomore-7-3-169-islay-barley,111,OCTOMORE,5,5,63.0,PEATY & BRINY,"{""smoky"":70,""peaty"":100,""spicy"":20,""herbal"":40,""oily"":20,""full_bodied"":80,""rich"":60,""sweet"":50,""briny"":80,""salty"":60,""vanilla"":30,""tart"":20,""fruity"":30,""floral"":20}",70.0,100.0,20.0,40.0,20.0,80.0,60.0,50.0,80.0,60.0,30.0,20.0,30.0,20.0,OCTOMORE
HIGHLAND PARK VALKNUT,Peated Single Malt,ISLANDS,3.73,86.0,https://distiller.com/spirits/highland-park-valknut,111,HIGHLAND PARK,3,NAS,46.8,SMOKY & FULL BODIED,"{""smoky"":80,""peaty"":60,""spicy"":50,""herbal"":50,""oily"":70,""full_bodied"":70,""rich"":60,""sweet"":60,""briny"":0,""salty"":20,""vanilla"":50,""tart"":0,""fruity"":50,""floral"":20}",80.0,60.0,50.0,50.0,70.0,70.0,60.0,60.0,0.0,20.0,50.0,0.0,50.0,20.0,HIGHLAND PARK
